gene	geneName	baseMean	log2FC	stderror	padj
CNAG_06621	NA	1675.691	-0.118	0.093	0.3704
CNAG_06622	NA	95.092	0.526	0.203	0.03823
CNAG_06623	NA	294.319	0.652	0.133	1.55e-5
CNAG_06624	NA	51.954	-0.053	0.264	0.9071
CNAG_06625	NA	354.835	0.187	0.135	0.3186
CNAG_06626	NA	1032.27	-0.08	0.108	0.6354
CNAG_06627	NA	225.082	0.113	0.154	0.6401
CNAG_06628	NA	1969.592	0.111	0.123	0.5526
CNAG_06629	NA	48.822	0.718	0.282	0.04209
CNAG_06630	NA	1217.394	-0.252	0.103	0.05373
CNAG_06631	NA	182.507	-0.179	0.151	0.4073
CNAG_06632	ABC1	100.453	0.148	0.197	0.6296
CNAG_06633	NA	47132.632	-0.376	0.109	0.00397
CNAG_06634	NA	189.891	-0.321	0.151	0.1008
CNAG_06635	NA	782.928	-0.234	0.104	0.07929
CNAG_06636	NA	28.66	0.366	0.346	0.4702
CNAG_06637	NA	127.359	-0.142	0.186	0.6241
CNAG_06638	NA	2141.947	-0.257	0.094	0.02731
CNAG_06639	NA	1272.072	-0.125	0.101	0.3836
CNAG_06640	NA	1256.111	0.089	0.105	0.5848
CNAG_06641	NA	655.092	-0.198	0.122	0.2311
CNAG_06642	TOR1	1139.983	-0.048	0.104	0.7839
CNAG_06643	NA	104.929	-0.005	0.198	0.9894
CNAG_06644	ERG5	1064.038	-0.255	0.103	0.04802
CNAG_06645	MTD1	1963.227	-0.363	0.096	0.00135
CNAG_06646	YOP1	4639.381	0.256	0.098	0.03566
CNAG_06647	CDC1	474.781	-0.11	0.122	0.5526
CNAG_06648	RTF1	950.965	-0.022	0.129	0.9238
CNAG_06649	NA	42.818	0.65	0.293	0.08476
CNAG_06650	NA	78.374	0.264	0.225	0.4122
CNAG_06651	NA	5.728	0.22	0.727	0.8633
CNAG_06652	NA	78.944	0.624	0.239	0.03682
CNAG_06653	NA	45.516	0.32	0.296	0.4569
CNAG_06654	NA	222.61	-0.148	0.142	0.478
CNAG_06655	GPI8	137.151	0.134	0.177	0.6291
CNAG_06656	NA	597.71	-0.276	0.113	0.05302
CNAG_06657	NA	51.808	0.643	0.275	0.06624
CNAG_06658	NA	328.708	0.146	0.157	0.5377
CNAG_06659	HEX1	158.971	0.33	0.171	0.142
CNAG_06660	NA	106.519	-0.165	0.194	0.579
CNAG_06661	NA	492.843	-0.282	0.111	0.04175
CNAG_06662	NA	23.32	1.157	0.395	0.01699
CNAG_06663	NA	12943.857	0.04	0.106	0.8265
CNAG_06664	NA	195.507	0.327	0.166	0.1326
CNAG_06665	NA	267.876	0.238	0.139	0.2018
CNAG_06666	NA	76.996	-0.589	0.263	0.07983
CNAG_06667	NA	96.341	-0.227	0.202	0.4347
CNAG_06668	NA	68.64	0.717	0.235	0.01211
CNAG_06669	NA	414.653	0.322	0.127	0.04246
CNAG_06670	NA	765.163	0.271	0.111	0.05248
CNAG_06671	YKL1	449.885	-0.094	0.127	0.6345
CNAG_06672	NA	12.204	-0.407	0.577	0.6533
CNAG_06673	NA	403.313	-0.029	0.125	0.8924
CNAG_06674	NA	238.38	-0.603	0.17	0.002936
CNAG_06675	NA	399.419	0.134	0.12	0.4369
CNAG_06676	NA	42.048	0.024	0.283	0.9648
CNAG_06677	NA	1.542	1.036	1.571	0.6773
CNAG_06678	CSR1	134.406	-0.435	0.175	0.04818
CNAG_06679	NA	496.635	-0.015	0.113	0.9436
CNAG_06680	NA	263.549	0.186	0.152	0.3912
CNAG_06681	NA	204.521	0.011	0.166	0.9723
CNAG_06683	NA	439.189	0.085	0.119	0.6479
CNAG_06684	NA	379.78	-0.27	0.138	0.136
CNAG_06685	NA	450.133	-0.008	0.113	0.9726
CNAG_06686	NA	144.09	0.242	0.195	0.3848
CNAG_06687	NA	685.064	-0.359	0.121	0.0153
CNAG_06688	NA	952.98	-0.151	0.098	0.2609
CNAG_06689	NA	294.566	-0.065	0.142	0.7872
CNAG_06690	NA	125.958	0.719	0.212	0.004633
CNAG_06691	NA	416.065	0.048	0.117	0.809
CNAG_06692	NA	566.265	-0.124	0.117	0.4661
CNAG_06693	NA	158.475	-0.245	0.169	0.2951
CNAG_06694	URO2	100.718	0.362	0.202	0.1779
CNAG_06695	MAR1	76.587	0.35	0.23	0.2656
CNAG_06696	NA	1281.624	0.056	0.121	0.7861
CNAG_06697	MPS1	450.65	-0.365	0.116	0.009613
CNAG_06698	HAD9	301.659	-1.915	0.152	1.4089999999999999e-33
CNAG_06699	GPD1	12458.639	-0.282	0.115	0.05225
CNAG_06703	NA	41.579	0.869	0.299	0.01782
CNAG_06704	NA	23.958	-0.014	0.36	0.9836
CNAG_06705	NA	24.351	-0.029	0.368	0.967
CNAG_06706	NA	99.234	0.528	0.195	0.02891
CNAG_06707	NA	54.065	0.635	0.258	0.05079
CNAG_06708	NA	237.523	-0.074	0.139	0.7475
CNAG_06709	NA	325.879	0.18	0.127	0.3089
CNAG_06710	NA	617.223	0.103	0.122	0.5833
CNAG_06711	NA	666.298	0.219	0.119	0.1661
CNAG_06712	NA	1453.854	0.417	0.096	1.618e-4
CNAG_06713	NA	1016.035	-0.322	0.105	0.01148
CNAG_06714	NA	1045.651	0.005	0.101	0.9805
CNAG_06715	NA	74.244	1.324	0.242	1.047e-6
CNAG_06716	NA	422.52	-0.09	0.129	0.6596
CNAG_06717	NA	932.474	0.016	0.106	0.9358
CNAG_06718	NA	2.97	4.729	1.453	0.006929
CNAG_06722	NA	75.147	0.583	0.239	0.05354
CNAG_06723	NA	4842.436	0.03	0.108	0.8762
CNAG_06724	NA	60.338	-0.051	0.241	0.9027
CNAG_06725	NA	237.669	-0.153	0.15	0.4894
CNAG_06726	CSR3	206.189	-0.526	0.156	0.005016
CNAG_06727	NA	71.115	0.533	0.229	0.06649
CNAG_06728	NA	157.067	0.011	0.162	0.9712
CNAG_06729	NA	476.72	-0.315	0.117	0.02979
CNAG_06730	GSK3	2299.912	0.206	0.11	0.1552
CNAG_06731	NA	6.329	0.741	0.713	0.4796
CNAG_06732	NA	312.544	0.341	0.13	0.03568
CNAG_06733	RPN14	259.359	0.325	0.149	0.09198
CNAG_06734	NA	1324.984	-0.162	0.099	0.229
CNAG_06737	NA	386.783	0.391	0.128	0.0121
CNAG_06738	NA	405.678	-0.478	0.126	0.0013
CNAG_06739	NA	121.254	-0.676	0.2	0.00473
CNAG_06740	NA	698.584	-0.169	0.104	0.2281
CNAG_06741	NA	255.632	-0.473	0.149	0.008729
CNAG_06742	NA	582.542	-0.105	0.112	0.5337
CNAG_06743	NA	147.585	0.276	0.176	0.2478
CNAG_06744	RSC9	321.388	0.099	0.132	0.6295
CNAG_06745	H3	17142.513	-0.371	0.27	0.3252
